Tag1,Tag2,Num_Occurrence
optimization,storage-engine,3
db2,performance-testing,1
sql-server-2012,sql-server-agent,75
dynamic-ports,network,2
log,wal,2
datafile,t-sql,1
varchar,wordpress,1
database-diagrams,unique-key,1
locking,percona-server,1
db2-luw,size,1
dbms,trigger,2
memory-optimized-tables,sql-server-2014,15
availability-groups,nonclustered-index,1
datagrip,sql-server,1
azure-sql-database,transaction,3
in-memory-database,olap,1
audit,sql-server-2016,5
perfmon,sql-server-2016,1
greatest-n-per-group,postgresql-performance,7
myisam,partitioning,8
patching,transactional-replication,1
dml,postgresql-9.2,1
process,trigger,1
concurrency,index-tuning,2
db2,windows-server-2012,1
pgadmin,postgresql-9.2,3
database-design,pattern-matching,2
greenplum,performance-tuning,1
postgresql-performance,sharding,1
constraint,oracle-12c,1
isolation-level,t-sql,3
best-practices,mongodb,2
security,sql-injection,7
owner,permissions,1
computed-column,postgresql,5
innodb,mysql-fabric,1
mysqlbinlog,restore,6
powershell,psql,1
cassandra,migration,2
condition,foreign-key,2
record,windows,1
database-tuning,mysql-5.1,1
database-recommendation,recovery,2
oracle-enterprise-manager,sql-server,1
batch-mode,window-functions,1
maatkit,mysql,3
aws,t-sql,1
dmv,trigger,1
memory,postgresql-performance,4
functions,record,1
scheduled-tasks,sql-server-2008-r2,3
database-diagrams,primary-key,1
aws,oracle-11g,1
amazon-rds,performance-tuning,3
sql-server-2012,startup,3
index-statistics,mysql,3
postgresql-9.6,range-types,2
relational-theory,sharding,1
mysql-5.1,network,1
amazon-rds,mysqlbinlog,2
azure-vm,ssrs,2
clustering,pgpool,1
azure-sql-database,sql-server-2008-r2,6
authentication,ssrs-2008-r2,1
oracle,tnsnames,15
datatypes,performance,13
concat,update,4
dataguard,oracle-asm,1
installation,postgresql,49
data-pages,tablespaces,3
oracle,windows-10,3
archive-log,session,1
myisam,spatial,4
compression,datatypes,1
federated-table,jdbc,1
aggregate,like,1
exclusion-constraint,gist-index,2
index-tuning,size,1
configuration,tempdb,3
greenplum,performance,1
scalability,ubuntu,1
database-design,many-to-many,42
hints,sql-server-2008-r2,7
group-by,postgresql-9.5,2
amazon-dms,sql-server-2016,1
stored-procedures,unit-test,1
mysql-5,storage-engine,1
temp-tables,transaction,1
database-design,database-link,3
ado.net,concurrency,1
postgresql-9.2,rdbms,1
oracle-asm,oracle-rac,1
sql-server-2017,windows,3
