Tag1,Tag2,Num_Occurrence
honey,livestock-industry,1
leafy-greens,vitamins-and-minerals,2
fertilizer,veganism,2
health,public-health,3
animal-by-products,animal-rights,1
b12,eggs,1
dairy-products,health,1
health,plant-based,2
psychology,scientific-studies,2
health,micronutrients,1
fabric,wool,1
cooking,nutrition,3
children,dairy-substitutes,1
outreach,statistics,4
fats,veganism,8
subsistence-farming,veganism,1
bees,veganism,5
diet,nutrition,2
dairy-products,is-it-vegetarian,4
animal-rights,animal-suffering,1
ethics,medicine,1
iron,vitamins-and-minerals,4
restaurant,shopping,1
nutrition,scientific-studies,2
veganism,wool,4
legislation,livestock-industry,2
food,uk,2
eu,food,1
biology,outreach,1
down,substitutes,1
nutrition,soy,2
bees,commercial-farming,1
dairy-substitutes,veganism,18
public-health,veganism,2
pregnancy,veganism,1
is-it-vegetarian,vegetarian-diet,2
statistics,veganism,4
veganism,weight-management,3
is-it-vegan,is-it-vegetarian,1
commercial-farming,veganism,7
commercial-farming,economics,4
meat-substitutes,substitutes,4
health,vitamin-c,1
outreach,wool,1
health,vegetables,3
diet,plant-based,1
lacto-vegetarianism,travel,1
animal-rights,philosophy,1
supplements,zinc,1
canada,shopping,1
germany,veganism,1
animal-rights,history,1
animal-suffering,ethics,1
dairy-products,probiotics,2
lacto-ovo-vegetarianism,pregnancy,1
economics,soy,1
commercial-farming,ethics,3
health,iron,1
lacto-vegetarianism,sports,1
ethics,gelatin,1
is-it-vegan,wool,1
health,nutritional-deficiency,1
fruits,is-it-vegan,1
lacto-vegetarianism,vegetarian-diet,1
is-it-vegan,substitutes,1
animal-suffering,eu,1
food,legislation,1
ethics,meat-substitutes,1
substitutes,veganism,17
lacto-ovo-vegetarianism,nutritional-deficiency,1
environment,oceans,3
eu,veganism,1
diet,raw,1
cooking,recipe-request,6
global-warming,vegetarian-diet,2
micronutrients,veganism,3
fruitarianism,raw,2
animal-experimentation,health,1
religion,veganism,1
dairy-products,restaurant,1
dairy-substitutes,protein,1
nutrition,supplements,7
dairy-products,vegetarian-diet,1
animal-by-products,lacto-vegetarianism,1
diet,society,1
health,vitamins-and-minerals,7
religion,restaurant,1
public-health,vegetarian-diet,1
supplements,veganism,8
commercial-farming,honey,1
health,recipe-request,1
calcium,health,1
lacto-ovo-vegetarianism,nutrition,2
food-additives,veganism,2
statistics,transitioning-diets,1
protein,yeast,1
livestock-industry,statistics,2
animal-welfare,eggs,1
honey,veganism,4
culture,veganism,1
fertilizer,subsistence-farming,1
protein,substitutes,1
ethics,science,1
environment,vegetarian-diet,2
animal-suffering,animal-welfare,4
leafy-greens,vitamin-c,1
cooking,vegetables,1
nutrition,protein,6
pregnancy,vegan,1
health,labeling,1
outreach,shopping,1
calcium,dairy-products,1
living-with-omnivores,veganism,5
b12,nutrition,5
livestock-industry,psychology,1
dairy-substitutes,probiotics,2
environment,research,1
animal-welfare,legislation,4
is-it-vegan,shopping,1
eggs,lacto-ovo-vegetarianism,3
shopping,statistics,1
health,soy,3
food,protein,7
traveling,veganism,1
scientific-studies,soy,2
eggs,vitamins-and-minerals,1
biology,ethics,1
animal-welfare,omnivorous-diet,1
animal-rights,legislation,2
research,veganism,1
animal-by-products,substitutes,1
omnivorous-diet,terminology,1
b12,health,4
food,sustainability,1
bees,substitutes,1
statistics,vegetarian-diet,2
living-with-omnivores,vegetarian-diet,1
health,lacto-vegetarianism,1
shopping,uk,1
dairy-substitutes,recipe-request,5
substitutes,uk,3
transitioning-diets,traveling,1
nutrition,weight-management,1
health,society,1
protein,sustainability,1
entomophagy,vegetarian-diet,1
down,veganism,1
protein,vegetarian-diet,2
animal-welfare,ethics,3
legislation,shopping,1
economics,livestock-industry,4
dairy-products,labeling,1
cooking,protein,1
fitness,sports,2
health,yeast,1
shopping,substitutes,1
pregnancy,scientific-studies,1
scientific-studies,veganism,4
gelatin,germany,1
iron,leafy-greens,2
activism,animal-rights,1
travel,veganism,1
entomophagy,food,1
fruitarianism,health,2
agriculture,environment,2
b12,veganism,4
environment,is-it-vegan,1
living-with-omnivores,psychology,2
germany,medicine,1
vitamin-c,vitamins-and-minerals,1
nutrition,raw,1
children,fitness,1
nutrition,vegetables,1
entomophagy,protein,1
is-it-vegan,philosophy,1
nutrition,vitamin-d,2
animal-suffering,legislation,1
outreach,research,1
probiotics,veganism,2
food,soy,1
fats,food,3
animal-rights,ethics,2
dairy-products,ethics,1
animal-suffering,veganism,2
lacto-vegetarianism,restaurant,1
nutritional-deficiency,veganism,2
health,is-it-vegan,3
health,protein,4
animal-welfare,outreach,1
animal-by-products,animal-experimentation,1
leather,shopping,1
activism,outreach,1
meat-substitutes,vegetarian-diet,2
clothing,fabric,1
cooking,uk,1
dairy-products,vitamins-and-minerals,1
labeling,shopping,2
economics,lacto-ovo-vegetarianism,1
outreach,scientific-studies,2
lacto-ovo-vegetarianism,substitutes,2
history,outreach,1
commercial-farming,eggs,3
fats,seeds,2
eu,labeling,2
lacto-ovo-vegetarianism,protein,1
plant-based,terminology,1
animal-rights,veganism,2
animal-welfare,statistics,2
gelatin,veganism,2
supplements,vitamins-and-minerals,10
food,nutrition,7
fruitarianism,nutrition,1
nutrition,recipe-request,1
protein,veganism,6
oceans,pescetarianism,1
canada,statistics,1
fabric,veganism,3
fabric,livestock-industry,1
scientific-studies,sustainability,1
diet,transitioning-diets,1
animal-by-products,veganism,2
documentaries,environment,3
aging,raw,1
lacto-ovo-vegetarianism,recipe-request,2
dairy-products,economics,1
health,seeds,1
restaurant,veganism,4
nutrition,public-health,1
cholesterol,fats,1
medicine,veganism,3
uk,yeast,2
veganism,vitamin-d,2
is-it-vegetarian,restaurant,1
iron,statistics,1
lacto-ovo-vegetarianism,travel,2
environment,veganism,2
calcium,veganism,4
fats,nutrition,5
fruitarianism,vitamins-and-minerals,1
transitioning-diets,vegetarian-diet,2
children,transitioning-diets,1
food-additives,is-it-vegan,2
is-it-vegetarian,lacto-ovo-vegetarianism,2
plant-based,veganism,2
economics,restaurant,1
animal-welfare,dairy-products,1
cooking,is-it-vegan,1
egg-substitutes,food,2
oceans,statistics,1
environment,vegan,1
labeling,lacto-vegetarianism,1
commercial-farming,fruits,1
labeling,livestock-industry,1
cooking,fats,2
fats,nutritional-deficiency,1
outreach,veganism,14
calcium,hypervitaminosis,1
animal-welfare,veganism,2
b12,hypervitaminosis,2
eggs,ethics,3
commercial-farming,dairy-substitutes,1
food,substitutes,6
outreach,restaurant,1
commercial-farming,fertilizer,2
health,outreach,1
gelatin,medicine,2
lacto-vegetarianism,recipe-request,1
egg-substitutes,veganism,6
diet,vegetarian-diet,1
children,health,2
environment,global-warming,5
labeling,legislation,2
hypervitaminosis,veganism,1
clothing,wool,1
diet,veganism,3
culture,travel,2
dairy-products,lacto-vegetarianism,4
health,vegetarian-diet,5
traveling,vegetarian-diet,1
commercial-farming,subsistence-farming,2
lacto-ovo-vegetarianism,pescetarianism,1
ethics,is-it-vegan,6
fitness,nutrition,1
amino-acids,nutrition,1
dairy-substitutes,egg-substitutes,2
cooking,seeds,2
ethics,vegetarian-diet,1
activism,history,1
beans,cooking,1
food,restaurant,1
fruits,veganism,1
recipe-request,substitutes,3
commercial-farming,outreach,5
commercial-farming,lacto-ovo-vegetarianism,3
terminology,veganism,7
food,veganism,21
supplements,vitamin-d,1
nutrition,seeds,1
livestock-industry,wool,2
entomophagy,sustainability,1
recipe-request,veganism,10
cooking,diet,1
agriculture,subsistence-farming,2
plant-based,sustainability,1
health,supplements,1
livestock-industry,outreach,5
environment,outreach,2
oceans,research,1
statistics,vitamins-and-minerals,1
is-it-vegan,restaurant,1
fertilizer,is-it-vegan,1
beans,food,1
animal-experimentation,animal-rights,1
ethics,lacto-ovo-vegetarianism,3
iron,vitamin-c,1
food,is-it-vegan,8
bees,livestock-industry,1
health,traveling,1
meat-substitutes,recipe-request,1
is-it-vegan,veganism,38
animal-experimentation,is-it-vegan,2
is-it-vegetarian,probiotics,1
livestock-industry,supplements,1
society,veganism,1
commercial-farming,legislation,1
cooking,food,5
b12,vitamins-and-minerals,12
health,sports,2
eggs,livestock-industry,3
egg-substitutes,lacto-vegetarianism,1
fruitarianism,fruits,4
meat-substitutes,soy,1
nutrition,nutritional-deficiency,1
children,nutrition,1
eggs,lacto-vegetarianism,1
canada,soy,1
omnivorous-diet,statistics,1
ethics,veganism,13
sports,veganism,5
veganism,yeast,3
lacto-vegetarianism,nutrition,1
agriculture,omnivorous-diet,1
agriculture,is-it-vegan,1
b12,scientific-studies,1
animal-by-products,labeling,1
religion,vegetarian-diet,1
fats,supplements,1
lacto-ovo-vegetarianism,vitamins-and-minerals,1
dairy-substitutes,economics,1
commercial-farming,vitamins-and-minerals,1
veganism,vegetarian-diet,1
is-it-vegan,medicine,1
gelatin,is-it-vegetarian,1
outreach,vegetarian-diet,1
b12,lacto-vegetarianism,1
canada,restaurant,1
nutritional-deficiency,vitamin-c,1
eggs,philosophy,2
dairy-products,milk,1
egg-substitutes,nutrition,1
animal-suffering,livestock-industry,2
ethics,philosophy,6
food,yeast,1
agriculture,ethics,1
aging,sports,1
lacto-vegetarianism,philosophy,1
health,history,1
ethics,wool,2
commercial-farming,down,1
economics,outreach,2
animal-welfare,labeling,1
honey,substitutes,1
is-it-vegan,meat-substitutes,1
meat-substitutes,transitioning-diets,1
uk,veganism,6
documentaries,global-warming,1
calcium,micronutrients,2
amino-acids,veganism,1
fitness,scientific-studies,1
health,nutrition,19
animal-by-products,leather,1
shopping,soy,1
dairy-substitutes,restaurant,1
dairy-products,soy,1
livestock-industry,omnivorous-diet,2
environment,omnivorous-diet,1
nutrition,yeast,1
animal-suffering,labeling,1
vitamins-and-minerals,yeast,1
gelatin,substitutes,1
vitamin-d,vitamins-and-minerals,2
animal-suffering,commercial-farming,1
soy,veganism,1
environment,livestock-industry,7
health,transitioning-diets,3
is-it-vegan,transitioning-diets,1
cholesterol,labeling,1
clothing,shopping,2
nutrition,vegetarian-diet,1
food,health,7
lacto-ovo-vegetarianism,vitamin-c,1
history,society,1
ethics,milk,1
public-health,scientific-studies,1
is-it-vegan,uk,1
veganism,vitamins-and-minerals,13
soy,statistics,1
beans,protein,2
environment,pets,1
canada,dairy-substitutes,1
environment,ethics,1
commercial-farming,livestock-industry,14
dairy-substitutes,substitutes,8
raw,vegetables,2
commercial-farming,wool,1
health,pregnancy,1
subsistence-farming,vegan,1
animal-welfare,philosophy,3
entomophagy,terminology,1
meat-substitutes,protein,1
nutrition,plant-based,1
psychology,vegetarian-diet,1
health,substitutes,3
food,transitioning-diets,3
labeling,veganism,8
is-it-vegan,labeling,5
nutrition,pregnancy,1
lacto-vegetarianism,probiotics,1
pregnancy,soy,1
legislation,veganism,1
nutrition,sports,3
recipe-request,soy,1
global-warming,livestock-industry,1
fruits,seeds,1
agriculture,animal-suffering,1
pets,scientific-studies,1
children,veganism,5
amino-acids,beans,1
animal-experimentation,history,1
diet,health,5
agriculture,livestock-industry,4
animal-experimentation,cosmetics,1
pets,veganism,5
amino-acids,protein,2
dairy-products,substitutes,3
food,labeling,2
protein,uk,1
aging,veganism,2
cooking,health,2
nutrition,veganism,24
canada,meat-substitutes,2
food,recipe-request,5
probiotics,substitutes,1
b12,livestock-industry,2
children,scientific-studies,1
b12,supplements,7
children,vegetarian-diet,1
entomophagy,veganism,1
animal-suffering,outreach,2
commercial-farming,soy,1
nutrition,vitamin-c,1
micronutrients,soy,1
beans,nutrition,1
environment,food,1
cooking,soy,1
dairy-substitutes,food,2
fruits,nutrition,1
hypervitaminosis,vitamins-and-minerals,3
is-it-vegetarian,lacto-vegetarianism,3
terminology,uk,2
calcium,vitamins-and-minerals,2
bees,honey,3
is-it-vegan,recipe-request,1
restaurant,vegetarian-diet,1
vegetables,weight-management,1
nutrition,statistics,1
history,veganism,3
culture,lacto-ovo-vegetarianism,1
fruitarianism,vegetables,1
cooking,meat-substitutes,3
cooking,substitutes,7
cooking,dairy-substitutes,6
cooking,lacto-ovo-vegetarianism,1
food-additives,health,1
egg-substitutes,substitutes,3
shopping,veganism,6
health,medicine,1
animal-welfare,eu,1
nutrition,zinc,2
activism,economics,1
animal-rights,outreach,1
dairy-substitutes,health,1
history,recipe-request,1
raw,sports,1
terminology,vegetarian-diet,1
clothing,substitutes,2
outreach,philosophy,2
is-it-vegan,pollination,1
commercial-farming,vegan,1
cholesterol,veganism,3
living-with-omnivores,outreach,3
biology,philosophy,2
entomophagy,nutrition,1
environment,statistics,1
animal-welfare,lacto-ovo-vegetarianism,1
transitioning-diets,veganism,7
recipe-request,sports,1
gelatin,health,1
nutrition,substitutes,2
nutrition,vitamins-and-minerals,16
commercial-farming,is-it-vegan,2
food-additives,labeling,2
entomophagy,lacto-ovo-vegetarianism,1
animal-welfare,livestock-industry,8
commercial-farming,supplements,1
nutritional-deficiency,vitamins-and-minerals,1
protein,vitamins-and-minerals,1
canada,cooking,1
agriculture,fertilizer,2
plant-based,society,1
fruits,raw,2
outreach,psychology,2
egg-substitutes,recipe-request,5
