Tag1,Tag2,Num_Occurrence
data-analysis,model,1
discretization,implicit-methods,1
finite-volume,hyperbolic-pde,11
libraries,software,5
numpy,stability,2
lapack,petsc,1
fluid-dynamics,geometry,1
eigensystem,operator-splitting,1
partitioning,unstructured-mesh,1
high-dimensional,machine-learning,4
numerical-analysis,scaling,1
lapack,matlab,5
finite-difference,parallel-computing,3
finite-element,preconditioning,10
matlab,probability,6
coupling,solid-mechanics,1
efficiency,matlab,3
finite-difference,parabolic-pde,21
gpu,opencl,6
eigensystem,nonlinear-equations,1
nonlinear-equations,parallel-computing,1
numerical-analysis,random,2
comsol,pde,4
convex-optimization,mesh-generation,1
algorithms,visualization,1
matrix-equations,pde,1
simulation,stochastic,1
random,random-sampling,2
b-spline,spectral-method,1
nonlinear-equations,trilinos,1
approximation-algorithms,numerical,1
nonlinear-equations,openmodelica,1
lapack,matrix,18
krylov-method,projection,1
documentation,mesh-generation,1
probability,sparse,1
galerkin,nonlinear-equations,1
boundary-conditions,newton-method,3
eigensystem,precision,2
finite-volume,mesh,5
mesh,testing,1
plotting,probability,2
cvxpy,optimization,1
mesh-generation,numpy,2
c++,regression,2
iterative-method,matrix-factorization,1
image-processing,linear-algebra,2
integral-equations,python,4
convergence,numerical-modelling,2
discontinuous-galerkin,gpu,1
parallel-computing,python,11
error-estimation,optimization,4
convergence,optimization,18
efficiency,parallel-computing,7
fourier-transform,numerical-analysis,1
b-spline,preconditioning,1
computational-physics,quantum-mechanics,17
intel-mkl,sparse,2
oscillations,runge-kutta,1
nonlinear-equations,scipy,5
blas,mpi,3
advection,finite-difference,24
matlab,runge-kutta,4
domain-decomposition,mesh,1
geometry,libraries,1
c++,reference-request,9
dae,stochastic-ode,1
operator-splitting,stability,1
condition-number,linear-algebra,15
gsl,integration,2
integral-equations,unstructured-mesh,1
block-decomposition,linear-solver,1
fenics,finite-element,36
complexity,jacobian,1
libraries,openfoam,2
error-estimation,numerical-analysis,16
scipy,time-integration,3
incompressible,stability,3
electromagnetism,fourier-transform,1
python,wave-propagation,7
numerical-analysis,ode,34
runge-kutta,symbolic-computation,1
numpy,scipy,17
computational-geometry,quadratic-programming,2
curve-fitting,inverse,1
nonlinear-programming,numerical-analysis,5
algorithms,fluid-dynamics,8
modeling,numerical-modelling,4
benchmarking,reproducibility,1
implicit-methods,parabolic-pde,2
linear-solver,performance,1
mpi,scalapack,1
complexity,eigenvalues,1
algorithms,sparse,10
convergence,monte-carlo,1
jacobian,newton-method,6
fluid-dynamics,navier-stokes,40
constrained-optimization,matrix,3
clustering,statistics,1
linear-algebra,linear-system,10
matrix,mpi,6
numerical-limitations,wave-propagation,1
complexity,matlab,4
diffusion,stability,1
maple,precision,1
cluster-computing,pbs,1
dense-matrix,quantum-mechanics,1
automatic-differentiation,linear-system,1
fourier-analysis,spectral-method,10
error-estimation,time-integration,2
basis-set,lapack,1
data-sets,roots,1
intel-mkl,petsc,2
vectorization,visualization,1
acceleration,particle,1
boundary-conditions,incompressible,2
c++,openmodelica,1
parallel-computing,scaling,2
grid,nearest-neighbors,1
computer-vision,finite-element,1
chebyshev,matlab,2
advection-diffusion,navier-stokes,3
complexity,semidefinite-programming,1
biology,epidemiology,1
collocation,matrix,1
finite-volume,method-of-lines,1
linear-system,vortex,1
high-dimensional,pattern-recognition,1
discretization,grid,1
finite-element,numerical,2
performance,reproducibility,1
graph-theory,unstructured-mesh,1
data-management,monte-carlo,1
multicore,software,2
convergence,multigrid,1
discretization,navier-stokes,2
algorithms,tensor,1
banded-matrix,complexity,1
optimization,qcqp,2
boundary-conditions,helmholtz-equation,1
3d,matrix,1
c,poisson,1
pde,plotting,1
algorithms,random-number-generation,1
linear-solver,pde,9
compiling,factorization,1
accuracy,integration,1
approximation-algorithms,numerical-analysis,7
fourier-transform,linear-algebra,1
computational-geometry,local-coordinates,1
benchmarking,solver,1
iterative-method,preconditioning,15
algorithms,quadrature,1
iterative-method,simulation,1
c,molecular-dynamics,2
languages,software,1
elliptic-pde,nonlinear-equations,1
3d,grid,1
convergence,gpu,1
extrapolation,nonlinear-equations,1
discretization,solver,2
krylov-method,symmetry,1
nullspace,petsc,1
convergence,convex-optimization,1
explicit-methods,parallel-computing,1
dense-matrix,numpy,1
constraints,solid-mechanics,1
gpu,simulation,1
b-spline,numerical-analysis,1
journals,publications,5
data-sets,iterative-method,1
delaunay-triangulation,voronoi-diagrams,3
conjugate-gradient,floating-point,1
explicit-methods,finite-difference,5
algorithms,projection,3
constrained,optimization,2
adaptive-mesh-refinement,mesh-generation,3
c++,simulation,8
matrix,vector,2
c++,r,2
pde,stochastic,2
iterative-method,saddlepoint,1
linear-solver,r,3
eigensystem,linear-solver,8
numerical-analysis,singular-perturbation,1
pattern-recognition,regression,5
lattice-boltzmann-methods,solid-mechanics,1
fmi,simulation,1
algorithms,constrained-optimization,9
complexity,eigensystem,1
machine-learning,modeling,1
fourier-analysis,software,1
ansys,boundary-conditions,1
complex-analysis,integration,2
numpy,random-sampling,1
data-analysis,stochastic,1
data-visualization,finite-difference,1
finite-difference,image-processing,2
performance,regression,1
extrapolation,python,1
python,random-sampling,1
c++,complex-analysis,1
eigenvalues,numerical-analysis,13
block-decomposition,conjugate-gradient,1
publications,statistics,1
linear-algebra,performance,21
optimization,quadratic-programming,31
fluid-dynamics,poisson,4
computational-physics,neural-network,2
coupling,finite-element,2
3d,model,1
electromagnetism,numerical-modelling,2
intel-mkl,parallel-computing,2
complexity,probability,1
heuristics,optimization,5
efficiency,hpc,2
iterative-method,precision,1
collocation,integral-equations,1
matlab,visualization,9
mapping-strategy,reference-request,1
computational-geometry,voronoi-diagrams,4
data-analysis,regression,5
convergence,error-estimation,8
curve-fitting,numerical-analysis,1
documentation,reproducibility,3
constrained-optimization,inverse-problem,4
differential-equations,maple,1
solver,sparse,4
compiling,mpi,4
linear-solver,mpi,1
blas,parallel-computing,6
hyperbolic-pde,numerical-analysis,10
optimization,semidefinite-programming,8
inverse-problem,matlab,3
matlab,neural-network,1
iterative-method,matrix,14
adaptive-mesh-refinement,discretization,1
collocation,ode,2
boundary-conditions,conservation,1
crank-nicolson,numerical-analysis,4
eigen,eigenvalues,5
gpu,nonlinear-programming,1
banded-matrix,matrix-factorization,1
python,time-integration,6
high-dimensional,mesh-traversal,1
cluster-computing,dense-matrix,1
cloud-computing,data-management,1
eigensystem,scipy,3
complexity,graph-theory,1
discontinuous-galerkin,octave,1
python,roots,2
fluid-dynamics,posteriori,1
curve-fitting,delaunay-triangulation,1
c++,eigen,16
linear-algebra,stochastic,1
constraints,quasi-newton,1
molecular-dynamics,multigrid,1
openmodelica,python,2
data-visualization,navier-stokes,1
cfl,discontinuous-galerkin,2
boundary-conditions,scipy,1
geometry,matrix,3
differential-equations,operator-splitting,1
finite-volume,linear-algebra,3
diffusion,spectral-method,1
inverse-problem,preconditioning,1
method-of-lines,modeling,1
cloud-computing,image-processing,1
modeling,octave,1
matlab,smoothing,2
petsc,reproducibility,1
mesh,software,2
operator-splitting,time-integration,6
openfoam,reference-request,1
linear-programming,statistics,1
efficiency,petsc,2
linear-programming,matrix,1
publications,reproducibility,3
inverse-problem,mesh,1
parallel-computing,roots,1
solid-mechanics,unstructured-mesh,1
numerical-analysis,trust-regions,1
fluid,hyperbolic-pde,1
fenics,solver,1
approximation-algorithms,quadratic-programming,1
convergence,reference-request,1
hpc,plotting,2
interpolation,numpy,3
image-processing,spatial-data,1
matlab,numerical,8
python,software-recommendation,3
runge-kutta,solver,3
data-visualization,matlab,7
banded-matrix,iterative-method,1
approximation-algorithms,spectral-method,1
navier-stokes,numerical-analysis,2
interpolation,optimal-control,2
computer-vision,image-processing,12
approximation-algorithms,error-estimation,3
block-decomposition,matrix,3
lapack,matrix-factorization,2
eigensystem,fortran,3
eigenvalues,parallel-computing,5
data-sets,machine-learning,1
