Tag1,Tag2,Num_Occurrence
guns,regulation,3
ideology,voting,1
policy,social-politics,1
cuba,foreign-policy,1
lebanon,saudi-arabia,1
federal-reserve,united-states,9
general-data-protection-regulation,regulation,1
north-korea,war,9
india,nuclear-weapons,5
ballot,united-nations,1
northern-ireland,united-kingdom,14
data-sources,germany,1
financial-crisis,international-monetary-fund,1
data-sources,direct-democracy,1
libertarianism,non-aggression,2
european-union,money,2
election,wikileaks,1
campaigning,lobbying,2
currency,government,1
european-union,secession,2
languages,united-states,3
political-theory,reference-request,4
democracy,history,5
direct-democracy,turkey,1
alt-right,racism,1
paris-agreement,united-states,8
legislation,lgbt,1
north-korea,trade,1
ethics,public-opinion,1
currency,european-union,4
immigration,united-arab-emirates,1
crimea,united-nations,1
europe,zimbabwe,1
cia,media,1
election,voting-districts,2
election,internet,2
rules-of-war,russian-federation,2
population,voting,1
net-neutrality,united-states,5
northern-ireland,united-states,1
angela-merkel,refugees,1
legislation,legislative-process,9
china,pakistan,12
iraq,islamic-state,9
protests,social-media,1
local-government,united-states,12
germany,monarchy,1
electorate,political-research,1
law,local-government,2
jcpoa,russian-federation,1
europe,luxembourg,1
north-korea,proliferation,1
election,gerrymandering,9
india,socialism,2
france,marine-le-pen,5
diplomacy,united-states,17
agriculture,united-states,2
amendment,impeachment,1
electronic-voting,technology,1
democracy,populism,1
impeachment,political-history,1
russian-federation,united-nations,7
authority,terminology,1
congress,protests,1
secession,united-states,7
discrimination,income-inequality,1
election,referendum,1
india,racism,1
budget,poverty,1
europe,secession,1
government-shutdown,healthcare,2
privacy,republican-party,1
legislative-process,loss-of-supply,1
internet,north-korea,2
election,policies,1
founding-fathers,religion,1
congress,fbi,2
same-sex-marriage,united-states,8
australia,brexit,2
ethics,law,2
jerusalem,sovereignty,1
capitalism,historiography,1
somalia,war,1
history,united-kingdom,2
christian-right,president,1
election-fraud,president,1
europe,social-welfare,1
corruption,fbi,1
democracy,sovereignty,1
terrorism,ukraine,2
history,nuclear-weapons,1
head-of-state,nuclear-weapons,1
copyright,european-union,2
budget,education,1
armed-conflict,kashmir,1
crime,police,2
myanmar,social-media,1
classified-information,pardon,1
iran,syria,3
hate-speech,social-media,1
government,protests,1
legislative-process,voting,1
corruption,economy,4
political-research,terminology,1
polling,public-opinion,1
citizenship,war,1
identity-document,technology,1
guns,second-amendment,7
council-of-europe,united-kingdom,1
brexit,treaty,1
constitution,united-states,208
civil-rights,united-states,21
nato,soviet-union,1
economy,india,4
election,sweden,2
religion,united-states,33
brexit,taxes,1
election,grassroots,2
justice,us-state-laws,2
freedom-of-movement,united-kingdom,1
head-of-state,rule-of-law,2
police,society,1
campaigning,referendum,1
corruption,romania,2
richard-nixon,watergate,1
ebola,united-states,2
military,philippines,1
president,supreme-court,7
marxism,science,1
law,president,18
judiciary,united-states,4
house-rules,senate-rules,1
population,presidential-election,1
economy,labor,3
president,special-prosecutor,3
economy,western-world,1
agriculture,money,1
china,tibet,3
basic-income,switzerland,2
general-data-protection-regulation,privacy,2
justice,united-states,19
capitalism,socialism,8
communism,totalitarianism,1
budget,law,1
democracy,gerrymandering,2
affordable-care-act,congress,5
middle-east,palestine,5
united-states,wto,1
parliament,political-theory,1
presidential-term,united-states,11
assassinations,political-spectrum,1
budget,european-union,3
financing,international-relations,1
history,republican-party,2
federalism,separation-of-powers,2
ohio,supreme-court,1
international-relations,united-states,67
election,twelfth-amendment,1
china,inauguration,1
democratic-party,dnc,1
syria,treaty,1
election-fraud,united-states,7
languages,switzerland,1
campaigning,law,1
populism,society,1
economy,supreme-court,1
public-transport,transportation,1
land,property,2
donald-trump,regulation,1
geopolitics,social-politics,2
population,terminology,1
international,terminology,1
succession,vice-president,1
diplomacy,sanctions,1
cuba,international-law,2
administrative-division,european-union,1
russian-federation,transportation,1
donald-trump,hillary-clinton,12
bhutan,ethnicity,1
political-theory,worldwide,1
military,russian-federation,7
international-law,nuclear-weapons,2
donald-trump,lobbying,1
propaganda,war,1
military,terrorism,6
islamic-state,turkey,4
assassinations,middle-east,1
healthcare,policy,3
discrimination,legislation,1
ballot,primaries,1
scotland,united-kingdom,13
campaigning,democracy,2
democratic-unionist-party,good-friday-agreement,1
europe,parties,5
china,south-korea,3
australia,war,1
barack-obama,surveillance,1
refugees,syria,2
budget,election,2
congress,federalism,1
european-union,poland,6
foreign-policy,united-kingdom,2
scotland,secession,1
capitalism,communism,6
kosovo,sovereignty,1
international,regulation,1
article-50,european-union,9
northern-ireland,theresa-may,1
barack-obama,japan,2
donald-trump,israel,3
ceta,greece,1
senate,united-states,112
democracy,range-voting,1
donald-trump,national-security,1
parliament,parliamentary,1
law,parliament,4
donald-trump,geopolitics,3
healthcare,united-kingdom,5
europe,israel,2
law,wales,1
democratic-unionist-party,election,3
bill-of-rights,geopolitics,1
freedom-of-movement,same-sex-marriage,1
gender,political-spectrum,1
european-union,jcpoa,2
armed-conflict,united-states,3
afghanistan,geopolitics,1
crime,guns,1
budget,executive-branch,1
campaigning,economy,2
ethnicity,human-rights,1
european-union,voting,2
abortion,lgbt,1
donald-trump,political-transitions,1
constitution,election-requirements,1
demographics,war,1
european-union,good-friday-agreement,1
european-union,infringement,3
japan,policy,2
democracy,russian-federation,2
islam,terrorism,2
iraq,nationalism,1
debt,japan,1
civic-elections-canada,municipal-government,1
proportional-representation,romania,1
reference-request,statistics,1
ethnicity,moldova,1
atomic-bombing,nuclear-weapons,1
election-fraud,voting,4
ideology,israel,2
anarchism,political-theory,3
embassy,romania,1
central-bank,senate,1
inequality,racism,2
law,popularity,1
international,technology,1
civil-rights,statehood,1
money,presidential-election,2
corruption,legislation,1
united-states,vote-by-mail,2
funding,taxes,1
france,israel,2
capitalism,citizenship,1
foreign-policy,internet,1
independence,scottish-national-party,1
china,political-theory,2
international,voting-systems,1
north-korea,pakistan,1
amendment,united-states,12
civil-rights,redistricting,1
trade,wto,10
china,financing,1
steve-bannon,united-states,2
cuba,nuclear-weapons,1
illegal-immigration,us-state-laws,1
house-of-representatives,primaries,1
police,us-state-laws,1
europe,independence,2
electoral-college,presidential-election,31
fascism,united-kingdom,2
european-union,jerusalem,1
california,china,2
constitution,government,11
citizenship,international-law,2
nuclear-weapons,saudi-arabia,2
citizenship,constitution,6
donald-trump,government-shutdown,3
definitions,form-of-government,2
human-rights,libertarianism,1
science,western-world,1
united-states,visa,2
healthcare,lgbt,1
united-kingdom,wales,3
independence,monarchy,1
international-relations,netherlands,1
pakistan,prime-minister,1
demarchy,sortition,3
geneva-convention,rules-of-war,2
government,regulation,1
demarchy,democracy,1
electoral-college,gerrymandering,2
identity-politics,political-history,1
fbi,presidential-election,1
international-law,syria,7
international,international-court,3
puerto-rico,territory,1
europe,european-union,22
identity-politics,political-leaders,1
house-of-lords,law,1
government,public-pensions,1
ideology,socialism,7
parliament,same-sex-marriage,1
government,history,2
civil-rights,parties,3
parties,science,2
financing,trade,1
monarchy,political-theory,3
foreign-policy,reference-request,1
democracy,election,31
loss-of-supply,united-states,1
election,imran-khan,1
citizenship,syria,1
ballot,republican-party,1
executive-branch,justice,2
campaigning,taxes,1
taxes,voting,2
debt,greece,2
political-theory,war,2
freedom-of-speech,netherlands,1
immigration,united-states,71
political-commentary,popularity,1
citizenship,international,1
congress,lobbying,1
government,society,6
libertarianism,united-states,10
canada,refugees,1
borders,sovereignty,2
national-security,policies,1
european-union,nationalism,1
discrimination,voter-turnout,1
democracy,germany,2
parliamentary,roberts-rules-of-order,3
nato,spain,1
internet,taxes,1
donald-trump,policies,1
israel,middle-east,5
guns,lobbying,1
european-union,republic-of-ireland,2
economy,israel,2
canada,europe,1
coup,war,1
employment,measurement,1
california,voting-registration,1
parties,racism,1
borders,taxes,1
foreign-policy,sanctions,2
democracy,marriage,1
russian-federation,syria,21
borders,inequality,1
election,hungary,1
donald-trump,education,4
israel,romania,1
bernie-sanders,democratic-primary,5
direct-democracy,electronic-voting,1
hate-speech,religion,2
international-relations,military,5
election,panama-papers,2
political-theory,statistics,2
monarchy,south-korea,1
ethics,secession,1
cabinet,money,1
donald-trump,war,1
doklam,india,2
donald-trump,iran,1
freedom-of-speech,law,4
congress,surveillance,1
