Tag1,Tag2,Num_Occurrence
nasa,power,1
esa,lagrangian-points,1
atmosphere,data-transmission,1
orbit,telescope,2
co2-deposit,monopropellant,1
rtg,safety,3
artificial-satellite,soho,1
magnetic-field,pressure-gradient-loss,1
geology,insight,3
mascon,three-body,1
first-stage,landing,5
cost-to-orbit,rockets,3
reentry,terminology,2
imaging,spacex,1
lunar-landing,surveyor-3,2
launch-assist,physics,1
dust,space-dust,3
artificial-satellite,interstellar-travel,2
booster,upper-stage,1
isro,reuse,1
lagrangian-points,rendezvous,1
aerobraking,orbit,2
falcon-heavy,recovery,2
gravity-fields,orbital-mechanics,4
first-stage,solid-fuel,1
ftl,santa-claus,1
rockets,spacex,71
earth,iss,1
ecliptic-plane,orbital-elements,1
cygnus,launch,1
docking,future-missions,1
astrobiology,technology,1
coordinates,ground-track,1
mars,robotic-missions,4
kuiper-belt,planetary-science,1
delta-v,venus,1
cost,spacecraft,1
the-moon,visibility-of-spacecraft,1
sherpa,spacex,2
humans,waste,1
tdrss,tesla-roadster,1
docking,x-37,1
first-stage,reuse,9
environment,sterilization,1
entry-descent-landing,payload-deployment,1
nasa,visualization,1
geostationary,geosynchronous,8
astronauts,flight-control,1
docking,vacuum,1
sls,thrust,1
imaging,marco-cubesats,1
docking,space-shuttle,2
cost,curiosity,1
soviet-union,space-race,2
mass,spacex,1
interplanetary,measurement,4
astrobiology,record,1
rockets,thermodynamics,3
oxygen,spacecraft-development,1
amateur-radio,orbital-mechanics,2
booster,srb,1
radiation,radio,1
laser,physics,1
design,physics,3
solar-power,tesla-roadster,1
gimbaled-engines,rockets,1
lightning,mars,1
artificial-satellite,soviet-union,1
laser,military,1
engine-design,ion-thruster,2
attitude,the-sun,1
low-earth-orbit,skylab,1
landing,record,1
orbital-mechanics,saturn,5
interstellar-travel,water,1
bfr,cryogenics,1
alcubierre-drive,propulsion,3
military,weapon,3
formosat,payload-deployment,1
heat,materials,1
dust,meteoroid,1
exosphere,high-earth-orbit,1
imaging,mercury,1
inclination-change,orbital-mechanics,6
doppler-ranging,engines,1
materials,space-shuttle,4
exoplanet,telescope,2
communication-satellite,orbital-decay,1
rockets,spaceplane,1
cygnus,progress,1
flight-computer,trajectory,1
geostationary,space-elevator,4
lunar-module,orbital-mechanics,1
astronauts,language,1
launch-site,spaceport,7
orbital-mechanics,swarm,1
low-earth-orbit,space-track,2
protection,radiation,3
feasibility,temperature,1
history,space-shuttle,11
microgravity,tides,1
comet,design,1
debris,moons,1
career,materials,1
data-transmission,sample-return,1
advanced-propulsion,mining,1
first-flight,sls,1
aerobraking,exomars,1
cost,research,1
acceleration,ssme,1
delta4-heavy,space-shuttle,1
habitat,lagrangian-points,1
chemistry,specific-impulse,1
planet,robotic-missions,1
colonization,venus,7
materials,rocketlab,1
classified,nasa,1
crewed-spaceflight,supply-mission,1
cryogenics,space-telescope,1
earth,solar-eclipse,1
communication-satellite,identify-this-object,1
co2-deposit,terraforming,3
end-of-life,orbital-lifetime,1
orbital-maneuver,spacex,8
apollo-program,the-sun,1
ceres,crewed-spaceflight,3
plume,vacuum,1
python,sun-synchronous,1
software,spacecraft-development,1
saturn-v,skylab,2
insight,regolith,1
myth-busting,vacuum,1
launch,lunar-landing,1
engine-design,its,1
gravity,scientific-data,1
coordinates,flight-control,1
europa,nasa,1
spacecraft-development,trajectory,1
software,tracking,1
phobos,spacecraft,1
soyuz-spacecraft,spacecraft-window,1
probe,talise,1
magnetic-field,mars,14
impact,simulation,1
cislunar,trajectory,1
reduced-gravity-cooking,vacuum,1
artificial-satellite,risk-management,2
apollo-13,thermal-control,1
dragon-v2,uncrewed-spaceflight,1
future-missions,grail,1
ballistic-capture,orbital-maneuver,1
engine-design,titan-rocket,1
attitude,telescope,2
fuel-depots,launch,1
launch,mass,5
medical,venus,1
gas-giant,planetary-science,8
icbm,orbital,1
robotic-missions,sls,1
engines,thrust-vectoring,2
fuel,waste,1
astronomy,mars,1
delta-v,voyager,2
engineering,rockets,15
cavitation,sub-cooled,1
asteroid,rings,1
international-politics,nuclear-pulse-propulsion,1
geostationary,identify-this-object,1
icbm,technology,1
apollo-11,communication,1
astrobiology,hydrogen,1
bfr,engines,1
aerospike,propulsion,2
astronomy,neo,1
rd-170,rd-19x,1
astrobiology,research,1
bfr,space-telescope,1
astronaut-lifestyle,nasa,2
humans,risk-management,1
astrobiology,water,3
colonization,construction,6
probe,the-sun,2
grid-fins,reuse,1
astronauts,statistics,1
geostationary,payload,1
balloons,tourism,1
asteroid,space-industry,1
neo,tesla-roadster,1
engine-design,korea-aerospace-research-institute,1
cubesat,testing,2
halo-orbit,james-webb-telescope,1
booster,isro,1
parker-solar-probe,payload,1
giotto,spacecraft,1
lander,robotic-arm,1
booster,standards,1
probe,russia,2
launchpad,rockets,11
experiment,solar-power,2
noaa,orbit,1
deep-space,isro,1
astronauts,risk-management,2
engines,nasa,2
military,spaceplane,1
gravity-fields,lunar-landing,1
orbit,uncrewed-spaceflight,2
optical-fiber,sherpa,1
icbm,international-politics,1
delta4,rs-68,1
falcon9-r,liquid-fuel,1
refueling,supply-mission,1
free-return,interplanetary,1
charon,coordinates,1
astronomy,mathematics,1
air-launch,x-15,1
electronics,history,4
htv,soyuz-spacecraft,1
myth-busting,water,1
hubble,the-moon,1
debris,lagrangian-points,1
launch,tractor-les,1
falcon-9,tesla-roadster,1
commercial,soyuz-launcher,1
crewed-spaceflight,nasa,28
communication,geostationary,1
moonwalking,physical-activity,1
landing,weather,4
rosetta,voyager,1
jupiter,trajectory,4
low-earth-orbit,n-body-problem,1
dragon,soyuz-spacecraft,3
the-moon,transport,2
artificial-satellite,reaction-wheel,3
atmosphere,geology,2
landing-gear,space-shuttle,1
ballistics,mathematics,1
conjunction,tesla-roadster,1
