Tag1,Tag2,Num_Occurrence
dlp,python,1
delta,slicing,1
3dtouch,z-probe,2
hotend,ultimaker,1
bed-leveling,glass,1
quality,warping,1
g-code,simplify3d,1
3d-design,pla,4
3d-design,resolution,2
g-code,switching-power-supply,1
fdm,safety,1
abs,safety,2
electronics,tronxy-p802,2
post-processing,print-quality,2
electronics,safety,1
prusa-i3,speed,1
3d-design,slic3r,3
filament,safety,1
abs,cost,1
development,hotend,1
3d-models,infill,1
printer-building,prusa-i3-rework,4
cooling,maintenance,1
switching-power-supply,wiring,3
pla,prusa-i3-rework,1
heated-bed,wire-type,2
power-supply,ramps-1.4,1
2d,laser,1
food-printer,material,1
101-hero,3d-design,1
calibration,printer-building,2
dlp,filament,1
delta,fans,1
g-code,z-axis,1
e-waste,troubleshooting,1
prusa-i3,sd,1
mechanics,print-fan,1
repetier-host,z-probe,1
delamination,pla,1
metal-printing,printer-building,1
aneta8,extruder,12
abs,maintenance,1
calibration,z-probe,7
abs,lulzbot,2
3d-models,rapid-prototyping,1
3d-design,freecad,1
aneta8,glass,1
hotend,replacement-parts,1
arduino,firmware,1
heated-bed,makerbot,2
ramps-1.4,software,3
3d-models,pla,6
development,python,1
bed-leveling,delta,2
cost,estimation,1
cura,z-axis,1
endstop,z-axis,5
health,material,2
rafts,support-structures,1
print-fan,ramps-1.4,2
brims,rafts,2
makerbot,nozzle,2
cad,fusion360,1
diy-3d-printer,layer-height,1
abs,motor,1
aneta8,build-plate,1
3d-models,freecad,2
hardware,software,1
hotend,software,1
abs,reprap,1
pronterface,ramps-1.4,1
calibration,scanning,2
diy-3d-printer,marlin,3
pronterface,slic3r,1
aneta8,layer-height,1
pet,slicing,1
applications,material,1
food,safety,3
multi-material,software,1
ender-3,y-axis,1
delta,g-code,2
firmware,scripts,1
adhesion,rafts,3
abs,pet,1
hbp,slic3r,1
cad,open-source,1
abs,ventilation,3
microstepping,stepper,3
fdm,heated-bed,3
3d-design,multi-material,1
filament-production,pla,1
p3steel,slic3r,1
adhesion,cooling,1
bed-leveling,cnc,1
fdm,material,2
filament,pva,2
cooling,slic3r,1
cooling,safety,1
extrusion,troubleshooting,1
prusa-i3-rework,stepper-driver,1
3d-models,g-code,2
extruder,wanhao,2
automation,print-preparation,1
filament,petg,2
enclosure,ventilation,3
electronics,software,3
diy-3d-printer,extruder,5
cr-10,heat-management,1
octoprint,raspberry-pi,6
print-strength,slicing,1
filament,material,5
diy-3d-printer,prusa-i3,4
arduino-mega-2650,endstop,1
hotend,part-identification,1
drive-gear,filament,2
3d-design,printer-building,2
ramps-1.4,wire-type,1
prusa-i3,ramps-1.4,9
prusa,troubleshooting,1
aneta8,ramps-1.4,1
prusa-i3,slic3r,9
pla,replicator-dual,1
heated-bed,print-quality,1
simplify3d,wanhao,1
calibration,ramps-1.4,1
3d-design,quality,2
dual-nozzle,print-fan,1
cooling,warping,1
repetier-host,software,3
g-code,support,2
file-formats,software,2
electronics,pla,1
resolution,tronxy-p802,1
mechanics,software,1
reprap,z-axis,3
delta,monoprice,2
cura,p3steel,1
3d-models,printer-building,1
fff,makerware,1
ramps-1.4,stepper,3
3d-models,desktop-printer,1
arduino-mega-2650,hardware,1
acetone,prusa-i3,1
outdoors,pla,1
electronics,motor,2
makerbot,software,2
printer-building,wilson,1
ender-3,speed,1
3d-models,print-strength,3
pcl,print-material,1
g-code,ultimaker,1
extruder,makerbot,3
fdm,post-processing,1
molds,print-material,1
acceleration,python,1
axis,z-axis,1
makerbot,pla,5
3d-models,python,1
heated-bed,z-axis,1
stl,support-structures,1
analysis,infill,2
diy-3d-printer,fdm,2
smoothing,vapor-smoothing,3
3d-models,delta-wasp-2040,1
hbp,prusa-i3,1
printing-powder,pronterface,1
dual-nozzle,lulzbot,2
monoprice,print-quality,1
3d-models,print-quality,9
marlin,scripts,2
pla,quality,3
print-quality,software,3
drive-gear,makerbot,1
adhesion,support-structures,1
extruder,slic3r,2
fdm,speed,1
corexy,tronxy-x5,1
change-colors,change-filament,1
3d-design,material,1
pla,waste,1
aneta8,microsd,1
3d-models,materialise-magics,1
delta,heat-management,1
printer-building,wiring,3
filament-choice,material,1
electronics,hbp,1
diy-3d-printer,z-probe,1
abs,surface,2
slic3r,software,4
hotend,tpu,1
3d-design,3d-models,42
fdm,print-quality,10
print-quality,ultimaker,1
analysis,stl,1
cr-10,power-supply,1
print-material,printing-powder,1
cad,repair,2
makerbot,warping,2
heated-bed,tronxy-x3,2
extrusion,recycling,1
delta,slic3r,1
heated-bed,layer-height,1
desktop-printer,firmware,2
3d-models,ultimaker,1
chocolate,firmware,1
electronics,marlin,2
marlin,monoprice,2
3d-design,abs,4
print-material,support-material,4
stepper-driver,tmc2130,1
stepper,stepper-driver,3
python,stepper,1
layer-height,z-probe,1
tpe,tpu,1
filament,printer-peripheral,1
3d-models,slicing,12
repetier,slicing,1
3d-design,infill,1
diy-3d-printer,filament,2
abs,mechanics,1
grounding,ramps-1.4,1
abs,acetone,3
monoprice,repair,1
stepper-driver,switching-power-supply,1
calibration,tarantula,1
reprap,wiring,1
dlp,print-quality,2
resin,t3d,1
cad,openscad,1
prusa-i3,slicing,3
automation,desktop-printer,1
monoprice,prusa-i3,2
ramps-1.4,z-axis,5
extruder,prusa-i3-rework,3
cura,marlin,7
electronics,repair,1
calibration,speed,1
mechanics,safety,1
delta,diy-3d-printer,2
print-quality,warping,3
g-code,reprap,2
acetone,quality,1
delta,electronics,1
g-code,printer,1
3d-design,desktop-printer,2
extruder,lulzbot,1
octoprint,prusa,1
osx,slic3r,1
hotend,material,1
3d-models,abs,2
firmware,repetier,6
bed-leveling,slicing,1
color,fdm,1
ender-3,nozzle,1
heated-bed,tarantula,3
aneta8,stepper,2
heated-bed,hotend,2
heated-bed,ramps-1.4,3
abs,enclosure,1
heated-bed,slic3r,1
print-quality,y-axis,2
bed-leveling,heated-bed,3
kossel,quality,1
diy-3d-printer,ramps-1.4,5
aneta8,cura,7
bearing,maintenance,1
aneta8,heated-bed,3
metal-printing,print-material,2
adhesion,pla,6
color,post-processing,2
pet,post-processing,1
food,health,2
aneta8,repetier-host,2
arduino-mega-2650,slic3r,1
adhesion,simplify3d,1
p3steel,slicing,1
infill,print-quality,1
arduino-mega-2650,prusa-i3-rework,1
bl-touch,ender-3,2
enclosure,filament,1
support-structures,surface,1
hotend,maintenance,2
3d-models,file-formats,4
extrusion,marlin,5
cura,repetier-host,1
bowden,e3d,1
3d-models,filament,4
electronics,mightyboard,1
drive-gear,hardware,1
