Tag1,Tag2,Num_Occurrence
beast,rdp,1
browser-extensions,uac,1
account-security,eu-data-protection,2
authorization,caching,1
drm,vpn,1
custom-scheme,hardening,1
http-proxy,tls-intercept,3
tls,udp,5
data-recovery,windows-10,2
c,threat-mitigation,1
audio,privacy,2
firewalls,mongodb,1
configuration,credentials,2
random,tpm,1
multi-tenancy,password-management,1
password-management,rest,3
authentication,smartcard,26
end-to-end-encryption,man-in-the-middle,1
data-leakage,disk-encryption,2
dns,hsts,2
batch,databases,1
investigation,nmap,1
exploit,threat-mitigation,4
lync,network,1
openvas,scan,1
exploit,system-compromise,2
samba,server,2
man-in-the-middle,multi-factor,2
arp-spoofing,webserver,1
efs,file-encryption,5
monitoring,websites,2
aslr,buffer-overflow,18
firefox,serial,2
denial-of-service,java,4
passwords,siem,1
denial-of-service,legal,3
backup,vendor-selection,1
antivirus,system-compromise,2
anonymity,surveillance,5
c++,code-execution,1
authentication,pci-dss,9
wifi,windows,17
ids,macosx,2
logging,siem,16
cellular,denial-of-service,1
ports,windows-server,1
android,arm,1
certificate-revocation,exchange,1
browser-extensions,spyware,1
brute-force,countermeasure,2
chrome,tools,1
duckduckgo,user-tracking,1
hashcat,sso,1
exposure,vpn,2
certificate-authority,network-access-control,1
csrf,metasploit,2
client-side,hardening,1
google-apps,web-application,1
pci-dss,single-page-app,1
identification,smartcard,2
metasploitable,network,1
defense,pci-dss,1
ssh,virtualization,8
key-management,software,2
cookies,outlook,1
disk-encryption,secure-coding,1
file-access,tpm,1
ip,rails,1
identity-theft,unix,1
certificate-authority,ciphers,1
encryption,monitoring,4
web-application,web-crypto-api,3
phone,tracking,2
spam,webserver,4
network,trusted-computing,1
header,nginx,2
encryption,hardware,38
hardware,smart-tv,1
obfuscation,python,1
email,secret-questions,1
common-criteria,network,1
honeypot,monitoring,1
cloud-computing,data-recovery,1
pci-dss,regulation,8
intrusion,vulnerability,1
attacks,xxe,1
active-directory,monitoring,2
http,network-access-control,1
bitcoin,one-time-password,1
encoding,wpa2,1
encryption,tunneling,10
terminology,validation,1
intrusion,router,3
known-vulnerabilities,password-cracking,1
key-management,permissions,3
css,user-interface,1
router,wannacry,1
attack-prevention,cyber-warfare,1
linux,man-in-the-middle,18
tcp,udp,21
eu-data-protection,regulation,2
facebook,openid,3
linux,remote-desktop,3
facebook,identity-theft,4
aes,key-usage,1
api,credential-reuse,1
corporate-policy,lync,1
phishing,sensitive-data-exposure,1
ftp,wordpress,3
privilege-separation,windows,2
confidentiality,email-attachments,1
backdoor,sql-injection,2
hash,key-exchange,8
chrome,ubuntu,5
certificates,file-encryption,1
penetration-test,remote-server,3
android,squid,1
steganography,video,2
saml,spring-framework,1
data-leakage,ddos,1
chrome,openssl,11
encryption,socks5,2
kali-linux,proxy,3
ipv6,vulnerability-scanners,2
keyloggers,macosx,9
evil-twin,url-redirection,1
exploit,unicode,2
access-control,crossdomain,1
digital-signature,printers,2
authentication,qr-code,6
malware,smartphone,9
amazon,server,2
file-access,rest,1
amazon-s3,multi-factor,1
bitcoin,trust,2
key-management,key-server,2
ethernet,sniffing,1
android,bluetooth,10
custom-scheme,tools,1
assembly,windows,2
career,forensics,3
account-security,phishing,4
javascript,web-scanners,5
gps,ios,2
password-management,secret-questions,3
phone,wifi,5
data-leakage,usb-drive,7
metasploit,tools,3
legal,pii,1
log-analysis,mod-security,1
error-handling,logging,3
encryption,websocket,6
md5,rainbow-table,6
authentication,safari,1
logging,terminology,3
internet,rootkits,1
encryption,url-redirection,3
ecc,java,2
lxc,vps,1
proxy,smtp,1
government,malware,1
php,raspberry-pi,1
smartphone,usability,1
bcrypt,cookies,2
forensics,ssl-interception,1
airodump-ng,wireless,2
ip-spoofing,vpn,6
c++,fuzzing,1
botnet,wifi,1
digital-signature,rest,4
incident-response,web-browser,3
server,ssrf,3
algorithm,future-proofing,1
mobile,sha,1
social-engineering,webserver,1
internet,surveillance,2
hydra,javascript,1
.net,web-browser,1
attack-prevention,fail2ban,1
html-5,key-management,2
risk-management,threat-mitigation,5
attack-prevention,emet,1
audit,xxe,1
java,x.509,8
data-leakage,ssh,1
fuzzing,usb,1
fuzzing,zero-day,1
tor,web-service,1
python,vulnerability-scanners,1
blowfish,des,1
cms,web-application,2
