Tag1,Tag2,Num_Occurrence
immigration,iran-citizens,1
employment,immigration,8
thailand,visa,9
h1-visa,usa,94
employment,job-hunting,1
birth-certificate,france,3
language-test,netherlands,1
banking,france,10
relocation,working-visas,3
taxes,working,5
skilled-migration,usa,3
german-citizens,germany,7
h1-visa,united-states,4
social-security,spain,2
students,taiwan,1
citizenship,job-hunting,1
eu-citizens,job-hunting,3
spain,vehicle-registration,3
germany,study,15
france,luxembourg,1
paraguay,residency,2
refusal,schengen,2
israel,visa,1
eu-citizens,family,16
dependent-visa,spain,2
application-status,usa,5
residence-cards,uk-visa,2
birth-certificate,citizenship,3
france,germany,11
health-insurance,united-kingdom,11
china,taxes,2
dual-citizenship,german-citizens,1
eu-citizens,j-visa,1
eu-spouses,residence-cards,4
benefits,california,1
foreign-employment,us-citizens,2
blue-card,passport,3
customs,turkey,1
singaporean-citizens,united-kingdom,1
eu-citizens,eu-spouses,21
taxes,visa,7
nationality,netherlands,4
health,overstay,1
australia,credit-history,1
employment,family,1
germany,paperwork,7
germany,russia,1
canada,pr,6
europe,student-visa,2
elections,us-citizens,4
h1-visa,working,1
canadian-citizens,employment,6
austria,citizenship,1
citizenship,spain,2
europe,united-kingdom,3
health-insurance,usa,14
netherlands,study,2
europe,french-citizens,1
health-care,health-insurance,6
driving-license,regulations,1
rental,usa,2
foreign-employment,ireland,1
austria,students,1
driving-license,polish-citizens,1
erasmus,student-visa,1
indian-citizens,philippines,1
italy,sweden,2
documentation,france,4
k1-visa,working,1
health,usa,1
dependent-visa,non-residents,1
indian-citizens,safety,2
australian-citizens,passport,2
housing,switzerland,1
food-and-drink,netherlands,1
freelance,mexico,1
australian-citizens,relocation,1
banking,departure,1
food-and-drink,united-kingdom,2
banking,immigration,2
interview,visa,5
criminal-records,germany,2
poland,working-visas,2
identification,spain,3
australia,shopping,1
documentation,working-visas,1
employment,france,1
citizenship,dual-citizenship,23
credit-cards,netherlands,1
immigration,l1-visa,3
students,united-states,1
iran-citizens,relocation,1
indian-citizens,marriage,4
driving,germany,3
family,moving,1
health-insurance,social-security,3
brexit,passport,1
citizenship,new-zealand-citizens,1
elections,philippines,1
immigration,mexico,1
dutch-citizens,taxes,1
accommodation,job-hunting,3
business,taxes,2
eu-citizens,luggage,1
eu-citizens,germany,24
h4-visa,names,1
health-care,visa,2
accommodation,cost-of-living,3
germany,services,2
japan,south-korea,2
greencard,turkey,1
california,uk-citizens,2
relocation,usa,4
aruba,residency,1
uk-citizenship,united-kingdom,19
digital-nomads,health-insurance,1
identification,ontario,1
costs,united-kingdom,1
israeli-citizens,netherlands,1
lease,moving,1
costs,netherlands,1
eu-citizens,retirement-funds,1
children,singaporean-citizens,1
citizenship,marriage,8
indian-citizens,student-visa,11
employment,new-zealand,1
belgium,multiple-citizenship,1
identification,online-resources,1
job-hunting,resident-permit,3
immigration,portugal,1
schengen,switzerland,2
eu,uk-visa,5
costs,shipping,2
bahrain,salary,1
moving,us-citizens,2
language-course,study,2
denmark,taxes,2
family,translations,1
names,passport,2
birth-certificate,united-kingdom,3
driving-license,french-citizens,1
dual-citizenship,uk-citizens,4
marriage,united-states,4
danish-citizens,usa,1
holidays,netherlands,1
france,resident-permit,28
application-status,united-states,1
french-citizens,paperwork,1
australian-citizens,driving-license,1
philippine-citizens,us-citizens,1
brexit,taxes,2
employment,greencard,8
children,poland,1
children,taxes,1
children,employment,1
italy,student-visa,5
marriage,us-citizens,12
electrical-goods,usa,1
french-citizens,sweden,1
divorce,germany,1
greencard,social-security,2
dual-citizenship,india,3
divorce,usa,1
schengen,skilled-migration,1
marriage,netherlands,3
immigration,safety,1
french-citizens,switzerland,1
hong-kong,working,1
indian-citizens,social-security,1
arrival,luggage,1
greencard,resident-permit,3
application-status,visa,4
non-citizens,united-kingdom,1
identification,poland,1
eu-citizens,hungarian-citizens,3
german-citizens,j-visa,1
passports,peru,1
employment,startups,1
israel,passport,2
new-zealand-citizens,south-korea,1
immigration,norway,1
eu-citizens,romanian-citizens,1
japan,united-kingdom,1
netherlands,spain,3
new-zealand-citizens,working-visas,1
self-employment,usa,1
immigration,ontario,1
employment,united-kingdom,7
europe,non-residents,1
canada,resident-permit,30
overstay,usa,8
italy,resident-permit,6
brexit,italian-citizens,1
taxes,united-states,5
eu-spouses,unemployment-benefits,1
amsterdam,postal-system,1
deception,student-visa,1
bureaucracy,france,2
overstay,united-kingdom,8
birth-certificate,dual-citizenship,2
denmark,freelance,1
dual-citizenship,portugal,1
california,car-insurance,1
dual-citizenship,passport,7
documentation,usa,3
payment,usa,1
france,telephone,3
ancestry-visas,application-status,1
citizenship,social-security,1
italy,usa,10
eu,relocation,3
documentation,united-kingdom,5
contracts,taxes,2
application-status,self-employment,1
marriage,pakistani-citizen,1
car,vehicle-registration,7
health-system,netherlands,1
social-security,visa,1
h1-visa,uk-citizens,2
belgium,h1-visa,1
contracts,residency,1
resident-permit,uk-citizenship,3
citizenship,multiple-citizenship,3
denied-entry,student-visa,2
bureaucracy,rental,1
ancestry-visas,uk-citizenship,1
employment,usa,20
paraguay,peru,1
australia,residency,9
germany,pakistani-citizen,3
indian-citizens,students,1
blue-card,france,4
pension,residency,1
germany,netherlands,6
family,italian-citizens,1
bureaucracy,china,1
australian-citizens,germany,1
marriage,uk-visitor-visa,2
eu-citizens,freelance,4
philippines,social-security,1
italy,residence-cards,1
argentina,pets,1
eu-citizens,health-insurance,5
france,indonesia,2
blue-card,moving,1
pension,united-kingdom,8
canada,working,4
cost-of-living,eu,1
postal-system,united-kingdom,1
car,switzerland,2
car-insurance,taxes,1
dutch-citizens,regulations,1
overstay,thailand,1
freelance,united-states,1
poland,taxes,2
moving,shipping,7
citizenship,denmark,2
dual-citizenship,south-african-citizens,2
health,visa,3
legal,student-visa,3
ancestry,citizenship,1
residency,safety,1
application-status,immigration,5
contracts,translations,1
housing,non-residents,1
children,nationality,2
education,san-francisco,1
legal,united-kingdom,8
south-korea,visa,5
thailand,us-citizens,1
health-care,language,1
australia,car-insurance,2
austria,car,1
dutch-citizens,passport,1
documentation,germany,2
credit-cards,europe,1
language-course,schengen,1
culture,usa,1
rental,resident-permit,1
australia,customs,2
brexit,immigration,4
german-citizens,rental,1
health,health-care,1
elections,new-zealand,1
ancestry-visas,greencard,1
foreign-employment,unemployment-benefits,1
dual-citizenship,spain,1
legal,study,1
australian-citizens,canada,1
language-course,taxes,1
real-estate,rental,3
money-transfer,taxes,1
australia,canadian-citizens,1
driving-license,new-zealand-citizens,1
greencard,health-care,1
banking,national-id-number,1
turkish-citizens,vehicle-registration,2
multiple-citizenship,thailand,1
israel,safety,1
housing,taxes,2
j-visa,working-visas,7
digital-nomads,social-security,1
bangladeshi-citizens,citizenship,1
driving-license,italy,3
citizenship,ireland,2
electrical-goods,moving,1
paperwork,qualifications,1
education,ukraine,1
german-citizens,usa,2
arrival,netherlands,1
citizenship,united-states,5
career,eu,1
foreign-employment,hong-kong,1
financial,loan,1
non-residents,tax-treaties,1
hungarian-citizens,student-visa,1
dependent-visa,united-kingdom,16
immigration,working-visas,66
netherlands,working-visas,19
driving,ireland,1
express-entry,skilled-migration,2
employment,labor-law,1
elections,mexico,1
certification,pakistani-citizen,1
family,japanese-citizens,1
eu-citizens,shipping,1
ireland,thai-citizens,1
france,insurance,2
foreign-employment,usa,8
uk-citizens,working-visas,4
colombia,visa,1
australia,qualifications,1
insurance,italy,1
germany,health-care,5
canada,ielts,16
documentation,greencard,1
health-insurance,norway,1
romanian-citizens,usa,1
holidays,usa,3
eu-citizens,paperwork,2
driving-license,paperwork,2
alaska,usa,1
india,uk-citizens,1
austria,salary,1
citizenship,schengen,2
dual-citizenship,health-insurance,3
dual-citizenship,eu-spouses,1
l1-visa,resident-permit,1
france,israel,1
france,freelance,7
australia,financial,1
canadian-citizens,salary,1
malaysia,socializing,1
moving,visa,3
non-residents,social-security,1
health-insurance,united-states,1
canada,medical,5
family,portugal,1
eu-spouses,ireland,3
deception,united-kingdom,3
immigration,language-test,6
ielts,new-zealand,1
bureaucracy,residency,1
immigration,passports,1
asean,networking,1
paraguay,passports,1
immigration,malta,1
eu-spouses,working-visas,5
china,student-visa,4
italian-citizens,moving,1
immigration,schengen,6
canadian-citizens,freelance,2
chile,residency,1
pension,retirement-funds,1
children,sweden,1
names,uk-citizens,1
poland,vehicle-registration,2
health-care,mexico,1
brexit,uk-citizens,1
hong-kong,philippines,1
greencard,j-visa,2
paraguay,usa,1
citizenship,residency,10
europe,refusal,1
foreign-employment,paperwork,1
study,us-citizens,1
clothes,shopping,1
new-zealand,payment,1
dutch-citizens,netherlands,4
usa,visa,175
uk-visa,working,6
argentina,freelance,1
new-zealand-citizens,visa,2
identification,residence-cards,2
